  0    2.745    9.619   -0.924    0.000    0.000
  1    9.618   -2.745   -1.061    0.000    0.000
  2   -2.745   -9.619   -1.172    0.000    0.000
  3   -9.618    2.745   -0.964    0.000    0.000
  4    2.430   -4.371   -1.738    0.000    0.000
  5   -4.371   -2.430   -1.676    0.000    0.000
  6   -2.430    4.371   -1.502    0.000    0.000
  7    4.371    2.430   -1.652    0.000    0.000
